Rule,Pattern,Relation1,Relation2,Relation3,Count,Body_Count,Support,Confidence
"girlSecondCousinOf(A,B) ∧ uncleOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlSecondCousinOf]B←[uncleOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlSecondCousinOf,uncleOf,girlFirstCousinOnceRemovedOf,57,46,0.00412415888864771,1.2391304347826086
"greatUncleOf(A,B) ∧ greatGrandfatherOf(C,B) → sonOf(A,C)",A→[greatUncleOf]B←[greatGrandfatherOf]C ⇒ A→[sonOf]C,greatUncleOf,greatGrandfatherOf,sonOf,209,169,0.015121915925041604,1.2366863905325445
"fatherOf(A,B) ∧ greatUncleOf(C,B) → nephewOf(A,C)",A→[fatherOf]B←[greatUncleOf]C ⇒ A→[nephewOf]C,fatherOf,greatUncleOf,nephewOf,101,82,0.0073077201360248895,1.2317073170731707
"boyCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → uncleOf(A,C)",A→[boyCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[uncleOf]C,boyCousinOf,girlFirstCousinOnceRemovedOf,uncleOf,139,113,0.010057159395123362,1.2300884955752212
"fatherOf(A,B) ∧ greatGrandfatherOf(C,B) → grandsonOf(A,C)",A→[fatherOf]B←[greatGrandfatherOf]C ⇒ A→[grandsonOf]C,fatherOf,greatGrandfatherOf,grandsonOf,295,240,0.021344331090369727,1.2291666666666667
"fatherOf(A,B) ∧ greatGrandmotherOf(C,B) → grandsonOf(A,C)",A→[fatherOf]B←[greatGrandmotherOf]C ⇒ A→[grandsonOf]C,fatherOf,greatGrandmotherOf,grandsonOf,295,241,0.021344331090369727,1.2240663900414939
"girlCousinOf(A,B) ∧ boyCousinOf(C,B) → sisterOf(A,C)",A→[girlCousinOf]B←[boyCousinOf]C ⇒ A→[sisterOf]C,girlCousinOf,boyCousinOf,sisterOf,343,281,0.024817306996599377,1.2206405693950177
"secondAuntOf(A,B) ∧ secondUncleOf(C,B) → sisterOf(A,C)",A→[secondAuntOf]B←[secondUncleOf]C ⇒ A→[sisterOf]C,secondAuntOf,secondUncleOf,sisterOf,144,118,0.010418927718688952,1.2203389830508475
"sisterOf(A,B) ∧ nieceOf(C,B) → auntOf(A,C)",A→[sisterOf]B←[nieceOf]C ⇒ A→[auntOf]C,sisterOf,nieceOf,auntOf,393,323,0.028434990232255264,1.21671826625387
"greatGrandfatherOf(A,B) ∧ secondUncleOf(C,B) → grandfatherOf(A,C)",A→[greatGrandfatherOf]B←[secondUncleOf]C ⇒ A→[grandfatherOf]C,greatGrandfatherOf,secondUncleOf,grandfatherOf,158,130,0.0114318790246726,1.2153846153846153
"greatGrandmotherOf(A,B) ∧ secondAuntOf(C,B) → grandmotherOf(A,C)",A→[greatGrandmotherOf]B←[secondAuntOf]C ⇒ A→[grandmotherOf]C,greatGrandmotherOf,secondAuntOf,grandmotherOf,175,144,0.012661891324795602,1.2152777777777777
"motherOf(A,B) ∧ girlCousinOf(C,B) → auntOf(A,C)",A→[motherOf]B←[girlCousinOf]C ⇒ A→[auntOf]C,motherOf,girlCousinOf,auntOf,215,177,0.01555603791332031,1.2146892655367232
"grandmotherOf(A,B) ∧ boyCousinOf(C,B) → grandmotherOf(A,C)",A→[grandmotherOf]B←[boyCousinOf]C ⇒ A→[grandmotherOf]C,grandmotherOf,boyCousinOf,grandmotherOf,391,322,0.028290282902829027,1.2142857142857142
"greatGrandfatherOf(A,B) ∧ greatAuntOf(C,B) → fatherOf(A,C)",A→[greatGrandfatherOf]B←[greatAuntOf]C ⇒ A→[fatherOf]C,greatGrandfatherOf,greatAuntOf,fatherOf,278,229,0.020114318790246725,1.2139737991266375
"grandmotherOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → greatGrandmotherOf(A,C)",A→[grandmotherOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[greatGrandmotherOf]C,grandmotherOf,boyFirstCousinOnceRemovedOf,greatGrandmotherOf,180,149,0.01302365964836119,1.2080536912751678
"secondAuntOf(A,B) ∧ greatUncleOf(C,B) → nieceOf(A,C)",A→[secondAuntOf]B←[greatUncleOf]C ⇒ A→[nieceOf]C,secondAuntOf,greatUncleOf,nieceOf,77,64,0.0055712321829100644,1.203125
"secondAuntOf(A,B) ∧ boySecondCousinOf(C,B) → auntOf(A,C)",A→[secondAuntOf]B←[boySecondCousinOf]C ⇒ A→[auntOf]C,secondAuntOf,boySecondCousinOf,auntOf,60,50,0.004341219882787063,1.2
"boySecondCousinOf(A,B) ∧ girlCousinOf(C,B) → boySecondCousinOf(A,C)",A→[boySecondCousinOf]B←[girlCousinOf]C ⇒ A→[boySecondCousinOf]C,boySecondCousinOf,girlCousinOf,boySecondCousinOf,18,15,0.001302365964836119,1.2
"boySecondCousinOf(A,B) ∧ boyCousinOf(C,B) → boySecondCousinOf(A,C)",A→[boySecondCousinOf]B←[boyCousinOf]C ⇒ A→[boySecondCousinOf]C,boySecondCousinOf,boyCousinOf,boySecondCousinOf,6,5,0.0004341219882787063,1.2
"sonOf(A,B) ∧ greatGranddaughterOf(C,B) → grandfatherOf(A,C)",A→[sonOf]B←[greatGranddaughterOf]C ⇒ A→[grandfatherOf]C,sonOf,greatGranddaughterOf,grandfatherOf,258,217,0.01866724549598437,1.1889400921658986
"motherOf(A,B) ∧ boyCousinOf(C,B) → auntOf(A,C)",A→[motherOf]B←[boyCousinOf]C ⇒ A→[auntOf]C,motherOf,boyCousinOf,auntOf,209,177,0.015121915925041604,1.1807909604519775
"grandfatherOf(A,B) ∧ greatAuntOf(C,B) → brotherOf(A,C)",A→[grandfatherOf]B←[greatAuntOf]C ⇒ A→[brotherOf]C,grandfatherOf,greatAuntOf,brotherOf,200,170,0.014470732942623543,1.1764705882352942
"nephewOf(A,B) ∧ nephewOf(C,B) → brotherOf(A,C)",A→[nephewOf]B←[nephewOf]C ⇒ A→[brotherOf]C,nephewOf,nephewOf,brotherOf,322,274,0.023297880037623904,1.1751824817518248
"grandfatherOf(A,B) ∧ auntOf(C,B) → fatherOf(A,C)",A→[grandfatherOf]B←[auntOf]C ⇒ A→[fatherOf]C,grandfatherOf,auntOf,fatherOf,489,417,0.035380942044714564,1.1726618705035972
"uncleOf(A,B) ∧ motherOf(C,B) → brotherOf(A,C)",A→[uncleOf]B←[motherOf]C ⇒ A→[brotherOf]C,uncleOf,motherOf,brotherOf,229,196,0.016568989219303956,1.1683673469387754
"granddaughterOf(A,B) ∧ daughterOf(C,B) → nieceOf(A,C)",A→[granddaughterOf]B←[daughterOf]C ⇒ A→[nieceOf]C,granddaughterOf,daughterOf,nieceOf,405,348,0.029303234208812676,1.1637931034482758
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → brotherOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[brotherOf]C,boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,brotherOf,80,69,0.005788293177049418,1.1594202898550725
"sonOf(A,B) ∧ granddaughterOf(C,B) → uncleOf(A,C)",A→[sonOf]B←[granddaughterOf]C ⇒ A→[uncleOf]C,sonOf,granddaughterOf,uncleOf,340,297,0.024600246002460024,1.1447811447811447
"uncleOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → grandfatherOf(A,C)",A→[uncleOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[grandfatherOf]C,uncleOf,girlFirstCousinOnceRemovedOf,grandfatherOf,98,86,0.007090659141885536,1.1395348837209303
"sonOf(A,B) ∧ greatGrandsonOf(C,B) → grandfatherOf(A,C)",A→[sonOf]B←[greatGrandsonOf]C ⇒ A→[grandfatherOf]C,sonOf,greatGrandsonOf,grandfatherOf,229,201,0.016568989219303956,1.1393034825870647
"granddaughterOf(A,B) ∧ grandsonOf(C,B) → sisterOf(A,C)",A→[granddaughterOf]B←[grandsonOf]C ⇒ A→[sisterOf]C,granddaughterOf,grandsonOf,sisterOf,722,634,0.052239345922870994,1.138801261829653
"grandmotherOf(A,B) ∧ auntOf(C,B) → motherOf(A,C)",A→[grandmotherOf]B←[auntOf]C ⇒ A→[motherOf]C,grandmotherOf,auntOf,motherOf,489,430,0.035380942044714564,1.1372093023255814
"girlCousinOf(A,B) ∧ secondUncleOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlCousinOf]B←[secondUncleOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlCousinOf,secondUncleOf,girlFirstCousinOnceRemovedOf,42,37,0.003038853917950944,1.135135135135135
"greatGrandsonOf(A,B) ∧ sonOf(C,B) → grandsonOf(A,C)",A→[greatGrandsonOf]B←[sonOf]C ⇒ A→[grandsonOf]C,greatGrandsonOf,sonOf,grandsonOf,229,202,0.016568989219303956,1.1336633663366336
"secondAuntOf(A,B) ∧ greatAuntOf(C,B) → nieceOf(A,C)",A→[secondAuntOf]B←[greatAuntOf]C ⇒ A→[nieceOf]C,secondAuntOf,greatAuntOf,nieceOf,128,113,0.009261269083279068,1.1327433628318584
"greatUncleOf(A,B) ∧ motherOf(C,B) → uncleOf(A,C)",A→[greatUncleOf]B←[motherOf]C ⇒ A→[uncleOf]C,greatUncleOf,motherOf,uncleOf,112,99,0.008103610447869185,1.1313131313131313
"nieceOf(A,B) ∧ sisterOf(C,B) → nieceOf(A,C)",A→[nieceOf]B←[sisterOf]C ⇒ A→[nieceOf]C,nieceOf,sisterOf,nieceOf,393,349,0.028434990232255264,1.1260744985673352
"auntOf(A,B) ∧ grandmotherOf(C,B) → daughterOf(A,C)",A→[auntOf]B←[grandmotherOf]C ⇒ A→[daughterOf]C,auntOf,grandmotherOf,daughterOf,350,312,0.025323782649591203,1.1217948717948718
"fatherOf(A,B) ∧ girlCousinOf(C,B) → uncleOf(A,C)",A→[fatherOf]B←[girlCousinOf]C ⇒ A→[uncleOf]C,fatherOf,girlCousinOf,uncleOf,180,161,0.01302365964836119,1.1180124223602483
"fatherOf(A,B) ∧ secondAuntOf(C,B) → boyCousinOf(A,C)",A→[fatherOf]B←[secondAuntOf]C ⇒ A→[boyCousinOf]C,fatherOf,secondAuntOf,boyCousinOf,87,78,0.0062947688300412415,1.1153846153846154
"girlFirstCousinOnceRemovedOf(A,B) ∧ uncleOf(C,B) → granddaughterOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[uncleOf]C ⇒ A→[granddaughterOf]C,girlFirstCousinOnceRemovedOf,uncleOf,granddaughterOf,98,88,0.007090659141885536,1.1136363636363635
"greatGranddaughterOf(A,B) ∧ granddaughterOf(C,B) → nieceOf(A,C)",A→[greatGranddaughterOf]B←[granddaughterOf]C ⇒ A→[nieceOf]C,greatGranddaughterOf,granddaughterOf,nieceOf,516,466,0.03733449099196874,1.1072961373390557
"daughterOf(A,B) ∧ granddaughterOf(C,B) → auntOf(A,C)",A→[daughterOf]B←[granddaughterOf]C ⇒ A→[auntOf]C,daughterOf,granddaughterOf,auntOf,405,366,0.029303234208812676,1.1065573770491803
"nieceOf(A,B) ∧ nieceOf(C,B) → sisterOf(A,C)",A→[nieceOf]B←[nieceOf]C ⇒ A→[sisterOf]C,nieceOf,nieceOf,sisterOf,398,360,0.028796758555820853,1.1055555555555556
"secondUncleOf(A,B) ∧ boySecondCousinOf(C,B) → uncleOf(A,C)",A→[secondUncleOf]B←[boySecondCousinOf]C ⇒ A→[uncleOf]C,secondUncleOf,boySecondCousinOf,uncleOf,53,48,0.003834744229795239,1.1041666666666667
"sisterOf(A,B) ∧ nephewOf(C,B) → auntOf(A,C)",A→[sisterOf]B←[nephewOf]C ⇒ A→[auntOf]C,sisterOf,nephewOf,auntOf,440,400,0.0318356124737718,1.1
"girlCousinOf(A,B) ∧ auntOf(C,B) → nieceOf(A,C)",A→[girlCousinOf]B←[auntOf]C ⇒ A→[nieceOf]C,girlCousinOf,auntOf,nieceOf,344,315,0.024889660661312495,1.092063492063492
"uncleOf(A,B) ∧ grandmotherOf(C,B) → sonOf(A,C)",A→[uncleOf]B←[grandmotherOf]C ⇒ A→[sonOf]C,uncleOf,grandmotherOf,sonOf,253,233,0.018305477172418785,1.0858369098712446
"motherOf(A,B) ∧ uncleOf(C,B) → sisterOf(A,C)",A→[motherOf]B←[uncleOf]C ⇒ A→[sisterOf]C,motherOf,uncleOf,sisterOf,229,211,0.016568989219303956,1.085308056872038
"greatGrandfatherOf(A,B) ∧ greatUncleOf(C,B) → fatherOf(A,C)",A→[greatGrandfatherOf]B←[greatUncleOf]C ⇒ A→[fatherOf]C,greatGrandfatherOf,greatUncleOf,fatherOf,208,192,0.015049562260328485,1.0833333333333333
"boyCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → uncleOf(A,C)",A→[boyCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[uncleOf]C,boyCousinOf,boyFirstCousinOnceRemovedOf,uncleOf,156,144,0.011287171695246364,1.0833333333333333
"grandfatherOf(A,B) ∧ uncleOf(C,B) → fatherOf(A,C)",A→[grandfatherOf]B←[uncleOf]C ⇒ A→[fatherOf]C,grandfatherOf,uncleOf,fatherOf,407,376,0.02944794153823891,1.0824468085106382
"auntOf(A,B) ∧ girlCousinOf(C,B) → auntOf(A,C)",A→[auntOf]B←[girlCousinOf]C ⇒ A→[auntOf]C,auntOf,girlCousinOf,auntOf,344,319,0.024889660661312495,1.078369905956113
"brotherOf(A,B) ∧ nephewOf(C,B) → uncleOf(A,C)",A→[brotherOf]B←[nephewOf]C ⇒ A→[uncleOf]C,brotherOf,nephewOf,uncleOf,304,282,0.021995514072787787,1.0780141843971631
"fatherOf(A,B) ∧ secondUncleOf(C,B) → boyCousinOf(A,C)",A→[fatherOf]B←[secondUncleOf]C ⇒ A→[boyCousinOf]C,fatherOf,secondUncleOf,boyCousinOf,71,66,0.005137110194631358,1.0757575757575757
"greatGrandmotherOf(A,B) ∧ secondUncleOf(C,B) → grandmotherOf(A,C)",A→[greatGrandmotherOf]B←[secondUncleOf]C ⇒ A→[grandmotherOf]C,greatGrandmotherOf,secondUncleOf,grandmotherOf,158,147,0.0114318790246726,1.0748299319727892
"greatAuntOf(A,B) ∧ boySecondCousinOf(C,B) → grandmotherOf(A,C)",A→[greatAuntOf]B←[boySecondCousinOf]C ⇒ A→[grandmotherOf]C,greatAuntOf,boySecondCousinOf,grandmotherOf,46,43,0.003328268576803415,1.069767441860465
"motherOf(A,B) ∧ boySecondCousinOf(C,B) → secondAuntOf(A,C)",A→[motherOf]B←[boySecondCousinOf]C ⇒ A→[secondAuntOf]C,motherOf,boySecondCousinOf,secondAuntOf,31,29,0.0022429636061066494,1.0689655172413792
"greatAuntOf(A,B) ∧ secondAuntOf(C,B) → auntOf(A,C)",A→[greatAuntOf]B←[secondAuntOf]C ⇒ A→[auntOf]C,greatAuntOf,secondAuntOf,auntOf,128,120,0.009261269083279068,1.0666666666666667
"grandsonOf(A,B) ∧ sonOf(C,B) → nephewOf(A,C)",A→[grandsonOf]B←[sonOf]C ⇒ A→[nephewOf]C,grandsonOf,sonOf,nephewOf,310,291,0.02242963606106649,1.0652920962199313
"uncleOf(A,B) ∧ boyCousinOf(C,B) → uncleOf(A,C)",A→[uncleOf]B←[boyCousinOf]C ⇒ A→[uncleOf]C,uncleOf,boyCousinOf,uncleOf,205,193,0.014832501266189133,1.0621761658031088
"greatGrandmotherOf(A,B) ∧ greatUncleOf(C,B) → motherOf(A,C)",A→[greatGrandmotherOf]B←[greatUncleOf]C ⇒ A→[motherOf]C,greatGrandmotherOf,greatUncleOf,motherOf,208,197,0.015049562260328485,1.0558375634517767
"nephewOf(A,B) ∧ brotherOf(C,B) → nephewOf(A,C)",A→[nephewOf]B←[brotherOf]C ⇒ A→[nephewOf]C,nephewOf,brotherOf,nephewOf,304,288,0.021995514072787787,1.0555555555555556
"boySecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → brotherOf(A,C)",A→[boySecondCousinOf]B←[girlSecondCousinOf]C ⇒ A→[brotherOf]C,boySecondCousinOf,girlSecondCousinOf,brotherOf,19,18,0.0013747196295492367,1.0555555555555556
"girlSecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → sisterOf(A,C)",A→[girlSecondCousinOf]B←[boySecondCousinOf]C ⇒ A→[sisterOf]C,girlSecondCousinOf,boySecondCousinOf,sisterOf,19,18,0.0013747196295492367,1.0555555555555556
"girlCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → auntOf(A,C)",A→[girlCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[auntOf]C,girlCousinOf,boyFirstCousinOnceRemovedOf,auntOf,185,176,0.013385427971926779,1.0511363636363635
"auntOf(A,B) ∧ motherOf(C,B) → sisterOf(A,C)",A→[auntOf]B←[motherOf]C ⇒ A→[sisterOf]C,auntOf,motherOf,sisterOf,232,221,0.016786050213443312,1.0497737556561086
"nieceOf(A,B) ∧ nephewOf(C,B) → sisterOf(A,C)",A→[nieceOf]B←[nephewOf]C ⇒ A→[sisterOf]C,nieceOf,nephewOf,sisterOf,381,363,0.02756674625569785,1.0495867768595042
"grandfatherOf(A,B) ∧ secondAuntOf(C,B) → uncleOf(A,C)",A→[grandfatherOf]B←[secondAuntOf]C ⇒ A→[uncleOf]C,grandfatherOf,secondAuntOf,uncleOf,86,82,0.006222415165328124,1.048780487804878
"girlSecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → sisterOf(A,C)",A→[girlSecondCousinOf]B←[girlSecondCousinOf]C ⇒ A→[sisterOf]C,girlSecondCousinOf,girlSecondCousinOf,sisterOf,22,21,0.0015917806236885898,1.0476190476190477
"granddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → auntOf(A,C)",A→[granddaughterOf]B←[greatGrandsonOf]C ⇒ A→[auntOf]C,granddaughterOf,greatGrandsonOf,auntOf,608,582,0.043991028145575574,1.0446735395189004
"daughterOf(A,B) ∧ greatGranddaughterOf(C,B) → greatAuntOf(A,C)",A→[daughterOf]B←[greatGranddaughterOf]C ⇒ A→[greatAuntOf]C,daughterOf,greatGranddaughterOf,greatAuntOf,235,225,0.017003111207582664,1.0444444444444445
"greatAuntOf(A,B) ∧ fatherOf(C,B) → auntOf(A,C)",A→[greatAuntOf]B←[fatherOf]C ⇒ A→[auntOf]C,greatAuntOf,fatherOf,auntOf,157,152,0.011359525359959481,1.0328947368421053
"girlCousinOf(A,B) ∧ uncleOf(C,B) → nieceOf(A,C)",A→[girlCousinOf]B←[uncleOf]C ⇒ A→[nieceOf]C,girlCousinOf,uncleOf,nieceOf,259,251,0.01873959916069749,1.0318725099601593
"motherOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → greatAuntOf(A,C)",A→[motherOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[greatAuntOf]C,motherOf,boyFirstCousinOnceRemovedOf,greatAuntOf,74,72,0.005354171188770711,1.0277777777777777
"boyFirstCousinOnceRemovedOf(A,B) ∧ auntOf(C,B) → grandsonOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[auntOf]C ⇒ A→[grandsonOf]C,boyFirstCousinOnceRemovedOf,auntOf,grandsonOf,114,111,0.00824831777729542,1.027027027027027
"grandfatherOf(A,B) ∧ greatUncleOf(C,B) → brotherOf(A,C)",A→[grandfatherOf]B←[greatUncleOf]C ⇒ A→[brotherOf]C,grandfatherOf,greatUncleOf,brotherOf,133,130,0.009623037406844656,1.023076923076923
"greatGrandsonOf(A,B) ∧ greatGrandsonOf(C,B) → brotherOf(A,C)",A→[greatGrandsonOf]B←[greatGrandsonOf]C ⇒ A→[brotherOf]C,greatGrandsonOf,greatGrandsonOf,brotherOf,424,416,0.030677953838361912,1.0192307692307692
"grandmotherOf(A,B) ∧ uncleOf(C,B) → motherOf(A,C)",A→[grandmotherOf]B←[uncleOf]C ⇒ A→[motherOf]C,grandmotherOf,uncleOf,motherOf,407,401,0.02944794153823891,1.0149625935162094
"motherOf(A,B) ∧ secondUncleOf(C,B) → girlCousinOf(A,C)",A→[motherOf]B←[secondUncleOf]C ⇒ A→[girlCousinOf]C,motherOf,secondUncleOf,girlCousinOf,71,70,0.005137110194631358,1.0142857142857142
"fatherOf(A,B) ∧ uncleOf(C,B) → brotherOf(A,C)",A→[fatherOf]B←[uncleOf]C ⇒ A→[brotherOf]C,fatherOf,uncleOf,brotherOf,178,177,0.012878952318934954,1.0056497175141244
"granddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → auntOf(A,C)",A→[granddaughterOf]B←[greatGranddaughterOf]C ⇒ A→[auntOf]C,granddaughterOf,greatGranddaughterOf,auntOf,516,514,0.03733449099196874,1.0038910505836576
"greatGranddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → sisterOf(A,C)",A→[greatGranddaughterOf]B←[greatGranddaughterOf]C ⇒ A→[sisterOf]C,greatGranddaughterOf,greatGranddaughterOf,sisterOf,516,516,0.03733449099196874,1.0
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → girlCousinOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[girlCousinOf]C,girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,girlCousinOf,64,64,0.004630634541639534,1.0
"greatUncleOf(A,B) ∧ boySecondCousinOf(C,B) → greatUncleOf(A,C)",A→[greatUncleOf]B←[boySecondCousinOf]C ⇒ A→[greatUncleOf]C,greatUncleOf,boySecondCousinOf,greatUncleOf,23,23,0.0016641342884017075,1.0
"nieceOf(A,B) ∧ brotherOf(C,B) → nieceOf(A,C)",A→[nieceOf]B←[brotherOf]C ⇒ A→[nieceOf]C,nieceOf,brotherOf,nieceOf,361,362,0.026119672961435497,0.9972375690607734
"daughterOf(A,B) ∧ grandsonOf(C,B) → auntOf(A,C)",A→[daughterOf]B←[grandsonOf]C ⇒ A→[auntOf]C,daughterOf,grandsonOf,auntOf,456,460,0.03299327110918168,0.991304347826087
"secondAuntOf(A,B) ∧ fatherOf(C,B) → girlCousinOf(A,C)",A→[secondAuntOf]B←[fatherOf]C ⇒ A→[girlCousinOf]C,secondAuntOf,fatherOf,girlCousinOf,87,88,0.0062947688300412415,0.9886363636363636
"girlCousinOf(A,B) ∧ motherOf(C,B) → nieceOf(A,C)",A→[girlCousinOf]B←[motherOf]C ⇒ A→[nieceOf]C,girlCousinOf,motherOf,nieceOf,215,218,0.01555603791332031,0.9862385321100917
"secondUncleOf(A,B) ∧ motherOf(C,B) → boyCousinOf(A,C)",A→[secondUncleOf]B←[motherOf]C ⇒ A→[boyCousinOf]C,secondUncleOf,motherOf,boyCousinOf,71,72,0.005137110194631358,0.9861111111111112
"motherOf(A,B) ∧ greatUncleOf(C,B) → nieceOf(A,C)",A→[motherOf]B←[greatUncleOf]C ⇒ A→[nieceOf]C,motherOf,greatUncleOf,nieceOf,112,114,0.008103610447869185,0.9824561403508771
"boyCousinOf(A,B) ∧ uncleOf(C,B) → nephewOf(A,C)",A→[boyCousinOf]B←[uncleOf]C ⇒ A→[nephewOf]C,boyCousinOf,uncleOf,nephewOf,205,209,0.014832501266189133,0.9808612440191388
"fatherOf(A,B) ∧ grandfatherOf(C,B) → sonOf(A,C)",A→[fatherOf]B←[grandfatherOf]C ⇒ A→[sonOf]C,fatherOf,grandfatherOf,sonOf,328,335,0.023732002025902612,0.9791044776119403
"uncleOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → greatUncleOf(A,C)",A→[uncleOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[greatUncleOf]C,uncleOf,boyFirstCousinOnceRemovedOf,greatUncleOf,87,89,0.0062947688300412415,0.9775280898876404
"secondAuntOf(A,B) ∧ girlSecondCousinOf(C,B) → auntOf(A,C)",A→[secondAuntOf]B←[girlSecondCousinOf]C ⇒ A→[auntOf]C,secondAuntOf,girlSecondCousinOf,auntOf,43,44,0.003111207582664062,0.9772727272727273
"motherOf(A,B) ∧ secondAuntOf(C,B) → girlCousinOf(A,C)",A→[motherOf]B←[secondAuntOf]C ⇒ A→[girlCousinOf]C,motherOf,secondAuntOf,girlCousinOf,79,81,0.0057159395123363,0.9753086419753086
"girlSecondCousinOf(A,B) ∧ fatherOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlSecondCousinOf]B←[fatherOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlSecondCousinOf,fatherOf,girlFirstCousinOnceRemovedOf,38,39,0.0027494392590984734,0.9743589743589743
"boySecondCousinOf(A,B) ∧ motherOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boySecondCousinOf]B←[motherOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boySecondCousinOf,motherOf,boyFirstCousinOnceRemovedOf,31,32,0.0022429636061066494,0.96875
"greatGrandmotherOf(A,B) ∧ fatherOf(C,B) → grandmotherOf(A,C)",A→[greatGrandmotherOf]B←[fatherOf]C ⇒ A→[grandmotherOf]C,greatGrandmotherOf,fatherOf,grandmotherOf,295,306,0.021344331090369727,0.9640522875816994
"secondUncleOf(A,B) ∧ greatAuntOf(C,B) → sonOf(A,C)",A→[secondUncleOf]B←[greatAuntOf]C ⇒ A→[sonOf]C,secondUncleOf,greatAuntOf,sonOf,53,55,0.003834744229795239,0.9636363636363636
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → nephewOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A→[nephewOf]C,boyFirstCousinOnceRemovedOf,boyCousinOf,nephewOf,156,162,0.011287171695246364,0.9629629629629629
"greatGranddaughterOf(A,B) ∧ grandsonOf(C,B) → nieceOf(A,C)",A→[greatGranddaughterOf]B←[grandsonOf]C ⇒ A→[nieceOf]C,greatGranddaughterOf,grandsonOf,nieceOf,544,566,0.03936039360393604,0.9611307420494699
"greatGrandfatherOf(A,B) ∧ fatherOf(C,B) → grandfatherOf(A,C)",A→[greatGrandfatherOf]B←[fatherOf]C ⇒ A→[grandfatherOf]C,greatGrandfatherOf,fatherOf,grandfatherOf,295,307,0.021344331090369727,0.9609120521172638
"greatGrandfatherOf(A,B) ∧ motherOf(C,B) → grandfatherOf(A,C)",A→[greatGrandfatherOf]B←[motherOf]C ⇒ A→[grandfatherOf]C,greatGrandfatherOf,motherOf,grandfatherOf,252,263,0.018233123507705666,0.9581749049429658
"granddaughterOf(A,B) ∧ sonOf(C,B) → nieceOf(A,C)",A→[granddaughterOf]B←[sonOf]C ⇒ A→[nieceOf]C,granddaughterOf,sonOf,nieceOf,340,355,0.024600246002460024,0.9577464788732394
"greatUncleOf(A,B) ∧ boySecondCousinOf(C,B) → grandfatherOf(A,C)",A→[greatUncleOf]B←[boySecondCousinOf]C ⇒ A→[grandfatherOf]C,greatUncleOf,boySecondCousinOf,grandfatherOf,22,23,0.0015917806236885898,0.9565217391304348
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → nieceOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A→[nieceOf]C,girlFirstCousinOnceRemovedOf,girlCousinOf,nieceOf,106,111,0.007669488459590478,0.954954954954955
"greatGranddaughterOf(A,B) ∧ daughterOf(C,B) → granddaughterOf(A,C)",A→[greatGranddaughterOf]B←[daughterOf]C ⇒ A→[granddaughterOf]C,greatGranddaughterOf,daughterOf,granddaughterOf,204,214,0.014760147601476014,0.9532710280373832
