Rule,Pattern,Rel_B_to_A,Rel_B_to_C,Rel_A_to_C,Rel_C_to_A,Count,Body_Count,Support,Confidence
"granddaughterOf(B,A) ∧ auntOf(B,C) → greatGrandfatherOf(A,C) ∧ greatGranddaughterOf(C,A)","A←[granddaughterOf]B→[auntOf]C ⇒ A↔[greatGrandfatherOf,greatGranddaughterOf]C",granddaughterOf,auntOf,greatGrandfatherOf,greatGranddaughterOf,258,1124,0.01866724549598437,0.22953736654804271
"sisterOf(B,A) ∧ nieceOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[sisterOf]B→[nieceOf]C ⇒ A↔[nieceOf,uncleOf]C",sisterOf,nieceOf,nieceOf,uncleOf,178,779,0.012878952318934954,0.22849807445442877
"greatUncleOf(B,A) ∧ brotherOf(B,C) → grandsonOf(A,C) ∧ grandfatherOf(C,A)","A←[greatUncleOf]B→[brotherOf]C ⇒ A↔[grandsonOf,grandfatherOf]C",greatUncleOf,brotherOf,grandsonOf,grandfatherOf,54,237,0.003907097894508357,0.22784810126582278
"boyCousinOf(B,A) ∧ fatherOf(B,C) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A←[boyCousinOf]B→[fatherOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",boyCousinOf,fatherOf,secondUncleOf,boyFirstCousinOnceRemovedOf,36,158,0.002604731929672238,0.22784810126582278
"boyFirstCousinOnceRemovedOf(B,A) ∧ greatGrandsonOf(B,C) → grandsonOf(A,C) ∧ grandmotherOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[greatGrandsonOf]C ⇒ A↔[grandsonOf,grandmotherOf]C",boyFirstCousinOnceRemovedOf,greatGrandsonOf,grandsonOf,grandmotherOf,82,360,0.005933000506475653,0.22777777777777777
"boyFirstCousinOnceRemovedOf(B,A) ∧ greatGrandsonOf(B,C) → grandsonOf(A,C) ∧ grandfatherOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[greatGrandsonOf]C ⇒ A↔[grandsonOf,grandfatherOf]C",boyFirstCousinOnceRemovedOf,greatGrandsonOf,grandsonOf,grandfatherOf,82,360,0.005933000506475653,0.22777777777777777
"brotherOf(B,A) ∧ nephewOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[brotherOf]B→[nephewOf]C ⇒ A↔[nieceOf,uncleOf]C",brotherOf,nephewOf,nieceOf,uncleOf,159,703,0.011504232689385717,0.22617354196301565
"boyFirstCousinOnceRemovedOf(B,A) ∧ nephewOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[nephewOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",boyFirstCousinOnceRemovedOf,nephewOf,boyCousinOf,girlCousinOf,77,341,0.0055712321829100644,0.22580645161290322
"motherOf(B,A) ∧ motherOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[motherOf]B→[motherOf]C ⇒ A↔[sisterOf,sisterOf]C",motherOf,motherOf,sisterOf,sisterOf,99,440,0.007163012806598654,0.225
"fatherOf(B,A) ∧ fatherOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[fatherOf]B→[fatherOf]C ⇒ A↔[sisterOf,sisterOf]C",fatherOf,fatherOf,sisterOf,sisterOf,99,440,0.007163012806598654,0.225
"uncleOf(B,A) ∧ fatherOf(B,C) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[uncleOf]B→[fatherOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",uncleOf,fatherOf,boyCousinOf,boyCousinOf,71,316,0.005137110194631358,0.22468354430379747
"grandsonOf(B,A) ∧ nephewOf(B,C) → motherOf(A,C) ∧ daughterOf(C,A)","A←[grandsonOf]B→[nephewOf]C ⇒ A↔[motherOf,daughterOf]C",grandsonOf,nephewOf,motherOf,daughterOf,146,654,0.010563635048115187,0.22324159021406728
"sisterOf(B,A) ∧ auntOf(B,C) → auntOf(A,C) ∧ nephewOf(C,A)","A←[sisterOf]B→[auntOf]C ⇒ A↔[auntOf,nephewOf]C",sisterOf,auntOf,auntOf,nephewOf,264,1184,0.01910136748426308,0.22297297297297297
"secondAuntOf(B,A) ∧ nieceOf(B,C) → grandsonOf(A,C) ∧ grandfatherOf(C,A)","A←[secondAuntOf]B→[nieceOf]C ⇒ A↔[grandsonOf,grandfatherOf]C",secondAuntOf,nieceOf,grandsonOf,grandfatherOf,39,175,0.002821792923811591,0.22285714285714286
"sonOf(B,A) ∧ grandsonOf(B,C) → daughterOf(A,C) ∧ fatherOf(C,A)","A←[sonOf]B→[grandsonOf]C ⇒ A↔[daughterOf,fatherOf]C",sonOf,grandsonOf,daughterOf,fatherOf,82,369,0.005933000506475653,0.2222222222222222
"boyCousinOf(B,A) ∧ fatherOf(B,C) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A←[boyCousinOf]B→[fatherOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",boyCousinOf,fatherOf,secondUncleOf,girlFirstCousinOnceRemovedOf,35,158,0.0025323782649591202,0.22151898734177214
"girlFirstCousinOnceRemovedOf(B,A) ∧ nieceOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[nieceOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",girlFirstCousinOnceRemovedOf,nieceOf,girlCousinOf,girlCousinOf,54,245,0.003907097894508357,0.22040816326530613
"nieceOf(B,A) ∧ nieceOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[nieceOf]B→[nieceOf]C ⇒ A↔[brotherOf,brotherOf]C",nieceOf,nieceOf,brotherOf,brotherOf,83,377,0.006005354171188771,0.22015915119363394
"boyCousinOf(B,A) ∧ greatGrandsonOf(B,C) → greatGrandsonOf(A,C) ∧ greatGrandfatherOf(C,A)","A←[boyCousinOf]B→[greatGrandsonOf]C ⇒ A↔[greatGrandsonOf,greatGrandfatherOf]C",boyCousinOf,greatGrandsonOf,greatGrandsonOf,greatGrandfatherOf,176,800,0.012734244989508718,0.22
"boyCousinOf(B,A) ∧ greatGrandsonOf(B,C) → greatGrandsonOf(A,C) ∧ greatGrandmotherOf(C,A)","A←[boyCousinOf]B→[greatGrandsonOf]C ⇒ A↔[greatGrandsonOf,greatGrandmotherOf]C",boyCousinOf,greatGrandsonOf,greatGrandsonOf,greatGrandmotherOf,176,800,0.012734244989508718,0.22
"secondAuntOf(B,A) ∧ granddaughterOf(B,C) → greatGranddaughterOf(A,C) ∧ greatGrandmotherOf(C,A)","A←[secondAuntOf]B→[granddaughterOf]C ⇒ A↔[greatGranddaughterOf,greatGrandmotherOf]C",secondAuntOf,granddaughterOf,greatGranddaughterOf,greatGrandmotherOf,77,350,0.0055712321829100644,0.22
"secondAuntOf(B,A) ∧ granddaughterOf(B,C) → greatGranddaughterOf(A,C) ∧ greatGrandfatherOf(C,A)","A←[secondAuntOf]B→[granddaughterOf]C ⇒ A↔[greatGranddaughterOf,greatGrandfatherOf]C",secondAuntOf,granddaughterOf,greatGranddaughterOf,greatGrandfatherOf,77,350,0.0055712321829100644,0.22
"greatGrandsonOf(B,A) ∧ nephewOf(B,C) → grandmotherOf(A,C) ∧ grandsonOf(C,A)","A←[greatGrandsonOf]B→[nephewOf]C ⇒ A↔[grandmotherOf,grandsonOf]C",greatGrandsonOf,nephewOf,grandmotherOf,grandsonOf,237,1082,0.017147818537008898,0.21903881700554528
"greatGrandsonOf(B,A) ∧ nephewOf(B,C) → grandfatherOf(A,C) ∧ grandsonOf(C,A)","A←[greatGrandsonOf]B→[nephewOf]C ⇒ A↔[grandfatherOf,grandsonOf]C",greatGrandsonOf,nephewOf,grandfatherOf,grandsonOf,237,1082,0.017147818537008898,0.21903881700554528
"girlCousinOf(B,A) ∧ nieceOf(B,C) → nieceOf(A,C) ∧ auntOf(C,A)","A←[girlCousinOf]B→[nieceOf]C ⇒ A↔[nieceOf,auntOf]C",girlCousinOf,nieceOf,nieceOf,auntOf,180,823,0.01302365964836119,0.2187120291616039
"granddaughterOf(B,A) ∧ nieceOf(B,C) → motherOf(A,C) ∧ daughterOf(C,A)","A←[granddaughterOf]B→[nieceOf]C ⇒ A↔[motherOf,daughterOf]C",granddaughterOf,nieceOf,motherOf,daughterOf,137,629,0.009912452065697127,0.2178060413354531
"uncleOf(B,A) ∧ brotherOf(B,C) → nieceOf(A,C) ∧ auntOf(C,A)","A←[uncleOf]B→[brotherOf]C ⇒ A↔[nieceOf,auntOf]C",uncleOf,brotherOf,nieceOf,auntOf,195,897,0.014108964619057956,0.21739130434782608
"boyFirstCousinOnceRemovedOf(B,A) ∧ grandsonOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[grandsonOf]C ⇒ A↔[nieceOf,uncleOf]C",boyFirstCousinOnceRemovedOf,grandsonOf,nieceOf,uncleOf,39,180,0.002821792923811591,0.21666666666666667
"girlCousinOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[girlCousinOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",girlCousinOf,girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,secondUncleOf,24,111,0.0017364879531148252,0.21621621621621623
"boyCousinOf(B,A) ∧ boyCousinOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[boyCousinOf]B→[boyCousinOf]C ⇒ A↔[sisterOf,sisterOf]C",boyCousinOf,boyCousinOf,sisterOf,sisterOf,96,445,0.006945951812459301,0.2157303370786517
"boyCousinOf(B,A) ∧ fatherOf(B,C) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A←[boyCousinOf]B→[fatherOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",boyCousinOf,fatherOf,secondAuntOf,girlFirstCousinOnceRemovedOf,34,158,0.0024600246002460025,0.21518987341772153
"daughterOf(B,A) ∧ auntOf(B,C) → grandmotherOf(A,C) ∧ grandsonOf(C,A)","A←[daughterOf]B→[auntOf]C ⇒ A↔[grandmotherOf,grandsonOf]C",daughterOf,auntOf,grandmotherOf,grandsonOf,185,861,0.013385427971926779,0.2148664343786295
"sisterOf(B,A) ∧ motherOf(B,C) → uncleOf(A,C) ∧ nephewOf(C,A)","A←[sisterOf]B→[motherOf]C ⇒ A↔[uncleOf,nephewOf]C",sisterOf,motherOf,uncleOf,nephewOf,99,461,0.007163012806598654,0.21475054229934923
"sisterOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[sisterOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",sisterOf,girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,secondUncleOf,21,98,0.001519426958975472,0.21428571428571427
"boySecondCousinOf(B,A) ∧ sonOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[boySecondCousinOf]B→[sonOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",boySecondCousinOf,sonOf,boyFirstCousinOnceRemovedOf,secondUncleOf,9,42,0.0006511829824180595,0.21428571428571427
"uncleOf(B,A) ∧ secondUncleOf(B,C) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[uncleOf]B→[secondUncleOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",uncleOf,secondUncleOf,girlSecondCousinOf,girlSecondCousinOf,22,103,0.0015917806236885898,0.21359223300970873
"uncleOf(B,A) ∧ boyCousinOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[uncleOf]B→[boyCousinOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",uncleOf,boyCousinOf,boyFirstCousinOnceRemovedOf,secondUncleOf,63,295,0.0045582808769264165,0.2135593220338983
"girlCousinOf(B,A) ∧ motherOf(B,C) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A←[girlCousinOf]B→[motherOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",girlCousinOf,motherOf,secondUncleOf,girlFirstCousinOnceRemovedOf,32,150,0.002315317270819767,0.21333333333333335
"secondUncleOf(B,A) ∧ brotherOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[secondUncleOf]B→[brotherOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",secondUncleOf,brotherOf,girlFirstCousinOnceRemovedOf,secondUncleOf,48,226,0.0034729759062296505,0.21238938053097345
"girlFirstCousinOnceRemovedOf(B,A) ∧ nieceOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[nieceOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",girlFirstCousinOnceRemovedOf,nieceOf,boyCousinOf,girlCousinOf,52,245,0.0037623905650821213,0.21224489795918366
"girlSecondCousinOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[girlSecondCousinOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[nephewOf,uncleOf]C",girlSecondCousinOf,girlFirstCousinOnceRemovedOf,nephewOf,uncleOf,35,165,0.0025323782649591202,0.21212121212121213
"boyFirstCousinOnceRemovedOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[sisterOf,sisterOf]C",boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,sisterOf,sisterOf,37,175,0.0026770855943853557,0.21142857142857144
"boyCousinOf(B,A) ∧ sonOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[boyCousinOf]B→[sonOf]C ⇒ A↔[nephewOf,uncleOf]C",boyCousinOf,sonOf,nephewOf,uncleOf,52,247,0.0037623905650821213,0.21052631578947367
"uncleOf(B,A) ∧ boyCousinOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[uncleOf]B→[boyCousinOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",uncleOf,boyCousinOf,girlFirstCousinOnceRemovedOf,secondUncleOf,62,295,0.004485927212213299,0.21016949152542372
"girlSecondCousinOf(B,A) ∧ daughterOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[girlSecondCousinOf]B→[daughterOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",girlSecondCousinOf,daughterOf,girlFirstCousinOnceRemovedOf,secondUncleOf,9,43,0.0006511829824180595,0.20930232558139536
"motherOf(B,A) ∧ greatGrandmotherOf(B,C) → grandmotherOf(A,C) ∧ granddaughterOf(C,A)","A←[motherOf]B→[greatGrandmotherOf]C ⇒ A↔[grandmotherOf,granddaughterOf]C",motherOf,greatGrandmotherOf,grandmotherOf,granddaughterOf,113,543,0.008175964112582302,0.20810313075506445
"fatherOf(B,A) ∧ greatGrandfatherOf(B,C) → grandmotherOf(A,C) ∧ granddaughterOf(C,A)","A←[fatherOf]B→[greatGrandfatherOf]C ⇒ A↔[grandmotherOf,granddaughterOf]C",fatherOf,greatGrandfatherOf,grandmotherOf,granddaughterOf,113,543,0.008175964112582302,0.20810313075506445
"sisterOf(B,A) ∧ daughterOf(B,C) → daughterOf(A,C) ∧ motherOf(C,A)","A←[sisterOf]B→[daughterOf]C ⇒ A↔[daughterOf,motherOf]C",sisterOf,daughterOf,daughterOf,motherOf,155,745,0.011214818030533246,0.2080536912751678
"sisterOf(B,A) ∧ sisterOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[sisterOf]B→[sisterOf]C ⇒ A↔[brotherOf,brotherOf]C",sisterOf,sisterOf,brotherOf,brotherOf,106,511,0.007669488459590478,0.20743639921722112
"girlCousinOf(B,A) ∧ girlSecondCousinOf(B,C) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[girlCousinOf]B→[girlSecondCousinOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",girlCousinOf,girlSecondCousinOf,girlSecondCousinOf,girlSecondCousinOf,6,29,0.0004341219882787063,0.20689655172413793
"girlCousinOf(B,A) ∧ girlSecondCousinOf(B,C) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A←[girlCousinOf]B→[girlSecondCousinOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",girlCousinOf,girlSecondCousinOf,boySecondCousinOf,boySecondCousinOf,6,29,0.0004341219882787063,0.20689655172413793
"brotherOf(B,A) ∧ fatherOf(B,C) → uncleOf(A,C) ∧ nieceOf(C,A)","A←[brotherOf]B→[fatherOf]C ⇒ A↔[uncleOf,nieceOf]C",brotherOf,fatherOf,uncleOf,nieceOf,89,431,0.006439476159467477,0.20649651972157773
"brotherOf(B,A) ∧ fatherOf(B,C) → uncleOf(A,C) ∧ nephewOf(C,A)","A←[brotherOf]B→[fatherOf]C ⇒ A↔[uncleOf,nephewOf]C",brotherOf,fatherOf,uncleOf,nephewOf,89,431,0.006439476159467477,0.20649651972157773
"boySecondCousinOf(B,A) ∧ greatGrandsonOf(B,C) → greatGrandsonOf(A,C) ∧ greatGrandmotherOf(C,A)","A←[boySecondCousinOf]B→[greatGrandsonOf]C ⇒ A↔[greatGrandsonOf,greatGrandmotherOf]C",boySecondCousinOf,greatGrandsonOf,greatGrandsonOf,greatGrandmotherOf,28,136,0.0020259026119672963,0.20588235294117646
"boySecondCousinOf(B,A) ∧ greatGrandsonOf(B,C) → greatGrandsonOf(A,C) ∧ greatGrandfatherOf(C,A)","A←[boySecondCousinOf]B→[greatGrandsonOf]C ⇒ A↔[greatGrandsonOf,greatGrandfatherOf]C",boySecondCousinOf,greatGrandsonOf,greatGrandsonOf,greatGrandfatherOf,28,136,0.0020259026119672963,0.20588235294117646
"boyFirstCousinOnceRemovedOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[brotherOf,sisterOf]C",boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,brotherOf,sisterOf,36,175,0.002604731929672238,0.2057142857142857
"uncleOf(B,A) ∧ fatherOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[uncleOf]B→[fatherOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",uncleOf,fatherOf,boyCousinOf,girlCousinOf,65,316,0.004702988206352652,0.20569620253164558
"sisterOf(B,A) ∧ sisterOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[sisterOf]B→[sisterOf]C ⇒ A↔[brotherOf,sisterOf]C",sisterOf,sisterOf,brotherOf,sisterOf,105,511,0.00759713479487736,0.2054794520547945
"nephewOf(B,A) ∧ nephewOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[nephewOf]B→[nephewOf]C ⇒ A↔[brotherOf,sisterOf]C",nephewOf,nephewOf,brotherOf,sisterOf,76,372,0.005498878518196947,0.20430107526881722
"sisterOf(B,A) ∧ nieceOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[sisterOf]B→[nieceOf]C ⇒ A↔[nephewOf,uncleOf]C",sisterOf,nieceOf,nephewOf,uncleOf,159,779,0.011504232689385717,0.20410783055198972
"secondAuntOf(B,A) ∧ girlCousinOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[secondAuntOf]B→[girlCousinOf]C ⇒ A↔[nephewOf,auntOf]C",secondAuntOf,girlCousinOf,nephewOf,auntOf,108,530,0.007814195789016714,0.2037735849056604
"greatUncleOf(B,A) ∧ sonOf(B,C) → greatGrandsonOf(A,C) ∧ greatGrandmotherOf(C,A)","A←[greatUncleOf]B→[sonOf]C ⇒ A↔[greatGrandsonOf,greatGrandmotherOf]C",greatUncleOf,sonOf,greatGrandsonOf,greatGrandmotherOf,69,340,0.004992402865205123,0.20294117647058824
"motherOf(B,A) ∧ auntOf(B,C) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[motherOf]B→[auntOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",motherOf,auntOf,boyCousinOf,boyCousinOf,86,424,0.006222415165328124,0.2028301886792453
"sisterOf(B,A) ∧ daughterOf(B,C) → sonOf(A,C) ∧ motherOf(C,A)","A←[sisterOf]B→[daughterOf]C ⇒ A↔[sonOf,motherOf]C",sisterOf,daughterOf,sonOf,motherOf,151,745,0.010925403371680775,0.20268456375838925
"sonOf(B,A) ∧ nephewOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[sonOf]B→[nephewOf]C ⇒ A↔[brotherOf,brotherOf]C",sonOf,nephewOf,brotherOf,brotherOf,73,361,0.005281817524057594,0.20221606648199447
"motherOf(B,A) ∧ grandmotherOf(B,C) → auntOf(A,C) ∧ nephewOf(C,A)","A←[motherOf]B→[grandmotherOf]C ⇒ A↔[auntOf,nephewOf]C",motherOf,grandmotherOf,auntOf,nephewOf,259,1294,0.01873959916069749,0.20015455950540958
"fatherOf(B,A) ∧ grandfatherOf(B,C) → auntOf(A,C) ∧ nephewOf(C,A)","A←[fatherOf]B→[grandfatherOf]C ⇒ A↔[auntOf,nephewOf]C",fatherOf,grandfatherOf,auntOf,nephewOf,259,1294,0.01873959916069749,0.20015455950540958
"boyFirstCousinOnceRemovedOf(B,A) ∧ sonOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[sonOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",boyFirstCousinOnceRemovedOf,sonOf,girlCousinOf,girlCousinOf,18,90,0.001302365964836119,0.2
"boySecondCousinOf(B,A) ∧ boySecondCousinOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[boySecondCousinOf]B→[boySecondCousinOf]C ⇒ A↔[brotherOf,brotherOf]C",boySecondCousinOf,boySecondCousinOf,brotherOf,brotherOf,9,45,0.0006511829824180595,0.2
"sonOf(B,A) ∧ greatGrandsonOf(B,C) → granddaughterOf(A,C) ∧ grandmotherOf(C,A)","A←[sonOf]B→[greatGrandsonOf]C ⇒ A↔[granddaughterOf,grandmotherOf]C",sonOf,greatGrandsonOf,granddaughterOf,grandmotherOf,81,406,0.005860646841762535,0.19950738916256158
"sonOf(B,A) ∧ greatGrandsonOf(B,C) → granddaughterOf(A,C) ∧ grandfatherOf(C,A)","A←[sonOf]B→[greatGrandsonOf]C ⇒ A↔[granddaughterOf,grandfatherOf]C",sonOf,greatGrandsonOf,granddaughterOf,grandfatherOf,81,406,0.005860646841762535,0.19950738916256158
"girlCousinOf(B,A) ∧ nieceOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[girlCousinOf]B→[nieceOf]C ⇒ A↔[nephewOf,auntOf]C",girlCousinOf,nieceOf,nephewOf,auntOf,164,823,0.011866001012951306,0.19927095990279464
"sisterOf(B,A) ∧ greatAuntOf(B,C) → grandmotherOf(A,C) ∧ grandsonOf(C,A)","A←[sisterOf]B→[greatAuntOf]C ⇒ A↔[grandmotherOf,grandsonOf]C",sisterOf,greatAuntOf,grandmotherOf,grandsonOf,62,312,0.004485927212213299,0.1987179487179487
"brotherOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A←[brotherOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",brotherOf,boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,secondAuntOf,25,126,0.001808841617827943,0.1984126984126984
"granddaughterOf(B,A) ∧ greatGranddaughterOf(B,C) → sonOf(A,C) ∧ motherOf(C,A)","A←[granddaughterOf]B→[greatGranddaughterOf]C ⇒ A↔[sonOf,motherOf]C",granddaughterOf,greatGranddaughterOf,sonOf,motherOf,74,374,0.005354171188770711,0.19786096256684493
"sonOf(B,A) ∧ grandfatherOf(B,C) → greatGrandmotherOf(A,C) ∧ greatGranddaughterOf(C,A)","A←[sonOf]B→[grandfatherOf]C ⇒ A↔[greatGrandmotherOf,greatGranddaughterOf]C",sonOf,grandfatherOf,greatGrandmotherOf,greatGranddaughterOf,96,487,0.006945951812459301,0.1971252566735113
"daughterOf(B,A) ∧ grandmotherOf(B,C) → greatGrandmotherOf(A,C) ∧ greatGrandsonOf(C,A)","A←[daughterOf]B→[grandmotherOf]C ⇒ A↔[greatGrandmotherOf,greatGrandsonOf]C",daughterOf,grandmotherOf,greatGrandmotherOf,greatGrandsonOf,86,437,0.006222415165328124,0.19679633867276888
"uncleOf(B,A) ∧ brotherOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[uncleOf]B→[brotherOf]C ⇒ A↔[nephewOf,auntOf]C",uncleOf,brotherOf,nephewOf,auntOf,176,897,0.012734244989508718,0.19620958751393533
"uncleOf(B,A) ∧ greatUncleOf(B,C) → auntOf(A,C) ∧ nephewOf(C,A)","A←[uncleOf]B→[greatUncleOf]C ⇒ A↔[auntOf,nephewOf]C",uncleOf,greatUncleOf,auntOf,nephewOf,112,571,0.008103610447869185,0.19614711033274956
"girlFirstCousinOnceRemovedOf(B,A) ∧ granddaughterOf(B,C) → nieceOf(A,C) ∧ auntOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[granddaughterOf]C ⇒ A↔[nieceOf,auntOf]C",girlFirstCousinOnceRemovedOf,granddaughterOf,nieceOf,auntOf,30,153,0.0021706099413935317,0.19607843137254902
"boyCousinOf(B,A) ∧ nephewOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[boyCousinOf]B→[nephewOf]C ⇒ A↔[nephewOf,auntOf]C",boyCousinOf,nephewOf,nephewOf,auntOf,138,706,0.009984805730410246,0.1954674220963173
"uncleOf(B,A) ∧ sonOf(B,C) → grandsonOf(A,C) ∧ grandmotherOf(C,A)","A←[uncleOf]B→[sonOf]C ⇒ A↔[grandsonOf,grandmotherOf]C",uncleOf,sonOf,grandsonOf,grandmotherOf,127,650,0.00918891541856595,0.19538461538461538
"sisterOf(B,A) ∧ girlSecondCousinOf(B,C) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[sisterOf]B→[girlSecondCousinOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",sisterOf,girlSecondCousinOf,boySecondCousinOf,girlSecondCousinOf,8,41,0.0005788293177049418,0.1951219512195122
"brotherOf(B,A) ∧ brotherOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[brotherOf]B→[brotherOf]C ⇒ A↔[brotherOf,brotherOf]C",brotherOf,brotherOf,brotherOf,brotherOf,84,431,0.006077707835901888,0.19489559164733178
