Rule,Pattern,Relation1,Relation2,Rel_A_to_C,Rel_C_to_A,Count,Body_Count,Support,Confidence
"secondAuntOf(A,B) ∧ grandmotherOf(C,B) → nieceOf(A,C) ∧ auntOf(C,A)","A→[secondAuntOf]B←[grandmotherOf]C ⇒ A↔[nieceOf,auntOf]C",secondAuntOf,grandmotherOf,nieceOf,auntOf,44,44,0.0031835612473771796,1.0
"nieceOf(A,B) ∧ granddaughterOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[nieceOf]B←[granddaughterOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",nieceOf,granddaughterOf,secondAuntOf,girlFirstCousinOnceRemovedOf,43,43,0.003111207582664062,1.0
"greatGrandmotherOf(A,B) ∧ boySecondCousinOf(C,B) → greatGrandmotherOf(A,C) ∧ greatGrandsonOf(C,A)","A→[greatGrandmotherOf]B←[boySecondCousinOf]C ⇒ A↔[greatGrandmotherOf,greatGrandsonOf]C",greatGrandmotherOf,boySecondCousinOf,greatGrandmotherOf,greatGrandsonOf,43,43,0.003111207582664062,1.0
"greatGrandmotherOf(A,B) ∧ girlSecondCousinOf(C,B) → greatGrandmotherOf(A,C) ∧ greatGranddaughterOf(C,A)","A→[greatGrandmotherOf]B←[girlSecondCousinOf]C ⇒ A↔[greatGrandmotherOf,greatGranddaughterOf]C",greatGrandmotherOf,girlSecondCousinOf,greatGrandmotherOf,greatGranddaughterOf,43,43,0.003111207582664062,1.0
"brotherOf(A,B) ∧ secondAuntOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[brotherOf]B←[secondAuntOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondAuntOf]C",brotherOf,secondAuntOf,boyFirstCousinOnceRemovedOf,secondAuntOf,43,43,0.003111207582664062,1.0
"boyFirstCousinOnceRemovedOf(A,B) ∧ uncleOf(C,B) → grandsonOf(A,C) ∧ grandfatherOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[uncleOf]C ⇒ A↔[grandsonOf,grandfatherOf]C",boyFirstCousinOnceRemovedOf,uncleOf,grandsonOf,grandfatherOf,43,43,0.003111207582664062,1.0
"boyFirstCousinOnceRemovedOf(A,B) ∧ nieceOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[nieceOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",boyFirstCousinOnceRemovedOf,nieceOf,boySecondCousinOf,girlSecondCousinOf,42,42,0.003038853917950944,1.0
"fatherOf(A,B) ∧ greatUncleOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[fatherOf]B←[greatUncleOf]C ⇒ A↔[nephewOf,uncleOf]C",fatherOf,greatUncleOf,nephewOf,uncleOf,42,42,0.003038853917950944,1.0
"boySecondCousinOf(A,B) ∧ auntOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[boySecondCousinOf]B←[auntOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondAuntOf]C",boySecondCousinOf,auntOf,boyFirstCousinOnceRemovedOf,secondAuntOf,42,42,0.003038853917950944,1.0
"grandfatherOf(A,B) ∧ secondUncleOf(C,B) → uncleOf(A,C) ∧ nephewOf(C,A)","A→[grandfatherOf]B←[secondUncleOf]C ⇒ A↔[uncleOf,nephewOf]C",grandfatherOf,secondUncleOf,uncleOf,nephewOf,41,41,0.0029665002532378265,1.0
"secondUncleOf(A,B) ∧ fatherOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[secondUncleOf]B←[fatherOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",secondUncleOf,fatherOf,boyCousinOf,boyCousinOf,41,41,0.0029665002532378265,1.0
"greatUncleOf(A,B) ∧ grandmotherOf(C,B) → brotherOf(A,C) ∧ sisterOf(C,A)","A→[greatUncleOf]B←[grandmotherOf]C ⇒ A↔[brotherOf,sisterOf]C",greatUncleOf,grandmotherOf,brotherOf,sisterOf,41,41,0.0029665002532378265,1.0
"brotherOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[brotherOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",brotherOf,boyFirstCousinOnceRemovedOf,secondUncleOf,boyFirstCousinOnceRemovedOf,40,40,0.002894146588524709,1.0
"daughterOf(A,B) ∧ boyCousinOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[daughterOf]B←[boyCousinOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",daughterOf,boyCousinOf,girlFirstCousinOnceRemovedOf,secondUncleOf,40,40,0.002894146588524709,1.0
"brotherOf(A,B) ∧ daughterOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[brotherOf]B←[daughterOf]C ⇒ A↔[uncleOf,nieceOf]C",brotherOf,daughterOf,uncleOf,nieceOf,40,40,0.002894146588524709,1.0
"uncleOf(A,B) ∧ greatUncleOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[uncleOf]B←[greatUncleOf]C ⇒ A↔[nephewOf,uncleOf]C",uncleOf,greatUncleOf,nephewOf,uncleOf,40,40,0.002894146588524709,1.0
"boySecondCousinOf(A,B) ∧ greatGrandfatherOf(C,B) → greatGrandsonOf(A,C) ∧ greatGrandfatherOf(C,A)","A→[boySecondCousinOf]B←[greatGrandfatherOf]C ⇒ A↔[greatGrandsonOf,greatGrandfatherOf]C",boySecondCousinOf,greatGrandfatherOf,greatGrandsonOf,greatGrandfatherOf,38,38,0.0027494392590984734,1.0
"secondAuntOf(A,B) ∧ girlCousinOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[secondAuntOf]B←[girlCousinOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",secondAuntOf,girlCousinOf,secondAuntOf,girlFirstCousinOnceRemovedOf,38,38,0.0027494392590984734,1.0
"greatUncleOf(A,B) ∧ greatGrandmotherOf(C,B) → sonOf(A,C) ∧ motherOf(C,A)","A→[greatUncleOf]B←[greatGrandmotherOf]C ⇒ A↔[sonOf,motherOf]C",greatUncleOf,greatGrandmotherOf,sonOf,motherOf,37,37,0.0026770855943853557,1.0
"nephewOf(A,B) ∧ grandsonOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[nephewOf]B←[grandsonOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",nephewOf,grandsonOf,secondUncleOf,boyFirstCousinOnceRemovedOf,37,37,0.0026770855943853557,1.0
"secondUncleOf(A,B) ∧ grandfatherOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[secondUncleOf]B←[grandfatherOf]C ⇒ A↔[nephewOf,uncleOf]C",secondUncleOf,grandfatherOf,nephewOf,uncleOf,37,37,0.0026770855943853557,1.0
"girlCousinOf(A,B) ∧ secondUncleOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[girlCousinOf]B←[secondUncleOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",girlCousinOf,secondUncleOf,girlFirstCousinOnceRemovedOf,secondUncleOf,37,37,0.0026770855943853557,1.0
"motherOf(A,B) ∧ secondUncleOf(C,B) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[motherOf]B←[secondUncleOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",motherOf,secondUncleOf,girlCousinOf,boyCousinOf,36,36,0.002604731929672238,1.0
"boyCousinOf(A,B) ∧ secondAuntOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[boyCousinOf]B←[secondAuntOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondAuntOf]C",boyCousinOf,secondAuntOf,boyFirstCousinOnceRemovedOf,secondAuntOf,36,36,0.002604731929672238,1.0
"secondUncleOf(A,B) ∧ motherOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[secondUncleOf]B←[motherOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",secondUncleOf,motherOf,boyCousinOf,girlCousinOf,35,35,0.0025323782649591202,1.0
"brotherOf(A,B) ∧ secondUncleOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[brotherOf]B←[secondUncleOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",brotherOf,secondUncleOf,boyFirstCousinOnceRemovedOf,secondUncleOf,35,35,0.0025323782649591202,1.0
"girlFirstCousinOnceRemovedOf(A,B) ∧ nephewOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[nephewOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",girlFirstCousinOnceRemovedOf,nephewOf,girlSecondCousinOf,boySecondCousinOf,34,34,0.0024600246002460025,1.0
"fatherOf(A,B) ∧ secondAuntOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[fatherOf]B←[secondAuntOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",fatherOf,secondAuntOf,boyCousinOf,girlCousinOf,34,34,0.0024600246002460025,1.0
"granddaughterOf(A,B) ∧ nieceOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[granddaughterOf]B←[nieceOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",granddaughterOf,nieceOf,girlFirstCousinOnceRemovedOf,secondAuntOf,34,34,0.0024600246002460025,1.0
"secondUncleOf(A,B) ∧ grandmotherOf(C,B) → nephewOf(A,C) ∧ auntOf(C,A)","A→[secondUncleOf]B←[grandmotherOf]C ⇒ A↔[nephewOf,auntOf]C",secondUncleOf,grandmotherOf,nephewOf,auntOf,34,34,0.0024600246002460025,1.0
"secondAuntOf(A,B) ∧ motherOf(C,B) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[secondAuntOf]B←[motherOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",secondAuntOf,motherOf,girlCousinOf,girlCousinOf,34,34,0.0024600246002460025,1.0
"auntOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → grandmotherOf(A,C) ∧ granddaughterOf(C,A)","A→[auntOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[grandmotherOf,granddaughterOf]C",auntOf,girlFirstCousinOnceRemovedOf,grandmotherOf,granddaughterOf,33,33,0.002387670935532885,1.0
"grandfatherOf(A,B) ∧ secondAuntOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[grandfatherOf]B←[secondAuntOf]C ⇒ A↔[uncleOf,nieceOf]C",grandfatherOf,secondAuntOf,uncleOf,nieceOf,32,32,0.002315317270819767,1.0
"girlSecondCousinOf(A,B) ∧ greatGrandfatherOf(C,B) → greatGranddaughterOf(A,C) ∧ greatGrandfatherOf(C,A)","A→[girlSecondCousinOf]B←[greatGrandfatherOf]C ⇒ A↔[greatGranddaughterOf,greatGrandfatherOf]C",girlSecondCousinOf,greatGrandfatherOf,greatGranddaughterOf,greatGrandfatherOf,31,31,0.0022429636061066494,1.0
"girlCousinOf(A,B) ∧ daughterOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[girlCousinOf]B←[daughterOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",girlCousinOf,daughterOf,secondAuntOf,girlFirstCousinOnceRemovedOf,31,31,0.0022429636061066494,1.0
"nephewOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[nephewOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",nephewOf,girlFirstCousinOnceRemovedOf,boySecondCousinOf,girlSecondCousinOf,31,31,0.0022429636061066494,1.0
"sisterOf(A,B) ∧ secondUncleOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[sisterOf]B←[secondUncleOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",sisterOf,secondUncleOf,girlFirstCousinOnceRemovedOf,secondUncleOf,31,31,0.0022429636061066494,1.0
"greatGrandfatherOf(A,B) ∧ girlSecondCousinOf(C,B) → greatGrandfatherOf(A,C) ∧ greatGranddaughterOf(C,A)","A→[greatGrandfatherOf]B←[girlSecondCousinOf]C ⇒ A↔[greatGrandfatherOf,greatGranddaughterOf]C",greatGrandfatherOf,girlSecondCousinOf,greatGrandfatherOf,greatGranddaughterOf,31,31,0.0022429636061066494,1.0
"girlCousinOf(A,B) ∧ secondAuntOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[girlCousinOf]B←[secondAuntOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",girlCousinOf,secondAuntOf,girlFirstCousinOnceRemovedOf,secondAuntOf,31,31,0.0022429636061066494,1.0
"fatherOf(A,B) ∧ secondUncleOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[fatherOf]B←[secondUncleOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",fatherOf,secondUncleOf,boyCousinOf,boyCousinOf,30,30,0.0021706099413935317,1.0
"greatGrandfatherOf(A,B) ∧ boySecondCousinOf(C,B) → greatGrandfatherOf(A,C) ∧ greatGrandsonOf(C,A)","A→[greatGrandfatherOf]B←[boySecondCousinOf]C ⇒ A↔[greatGrandfatherOf,greatGrandsonOf]C",greatGrandfatherOf,boySecondCousinOf,greatGrandfatherOf,greatGrandsonOf,30,30,0.0021706099413935317,1.0
"boyFirstCousinOnceRemovedOf(A,B) ∧ nephewOf(C,B) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[nephewOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",boyFirstCousinOnceRemovedOf,nephewOf,boySecondCousinOf,boySecondCousinOf,29,29,0.002098256276680414,1.0
"girlCousinOf(A,B) ∧ sonOf(C,B) → secondAuntOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[girlCousinOf]B←[sonOf]C ⇒ A↔[secondAuntOf,boyFirstCousinOnceRemovedOf]C",girlCousinOf,sonOf,secondAuntOf,boyFirstCousinOnceRemovedOf,29,29,0.002098256276680414,1.0
"boySecondCousinOf(A,B) ∧ uncleOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[boySecondCousinOf]B←[uncleOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",boySecondCousinOf,uncleOf,boyFirstCousinOnceRemovedOf,secondUncleOf,29,29,0.002098256276680414,1.0
"girlSecondCousinOf(A,B) ∧ greatUncleOf(C,B) → granddaughterOf(A,C) ∧ grandfatherOf(C,A)","A→[girlSecondCousinOf]B←[greatUncleOf]C ⇒ A↔[granddaughterOf,grandfatherOf]C",girlSecondCousinOf,greatUncleOf,granddaughterOf,grandfatherOf,29,29,0.002098256276680414,1.0
"girlSecondCousinOf(A,B) ∧ fatherOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[girlSecondCousinOf]B←[fatherOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",girlSecondCousinOf,fatherOf,girlFirstCousinOnceRemovedOf,secondUncleOf,28,28,0.0020259026119672963,1.0
"boyCousinOf(A,B) ∧ secondUncleOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[boyCousinOf]B←[secondUncleOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",boyCousinOf,secondUncleOf,boyFirstCousinOnceRemovedOf,secondUncleOf,27,27,0.0019535489472541786,1.0
"boyCousinOf(A,B) ∧ nieceOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[boyCousinOf]B←[nieceOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",boyCousinOf,nieceOf,secondUncleOf,girlFirstCousinOnceRemovedOf,26,26,0.0018811952825410606,1.0
"brotherOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[brotherOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",brotherOf,girlFirstCousinOnceRemovedOf,secondUncleOf,girlFirstCousinOnceRemovedOf,26,26,0.0018811952825410606,1.0
"secondAuntOf(A,B) ∧ brotherOf(C,B) → secondAuntOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[secondAuntOf]B←[brotherOf]C ⇒ A↔[secondAuntOf,boyFirstCousinOnceRemovedOf]C",secondAuntOf,brotherOf,secondAuntOf,boyFirstCousinOnceRemovedOf,26,26,0.0018811952825410606,1.0
"sisterOf(A,B) ∧ secondAuntOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[sisterOf]B←[secondAuntOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",sisterOf,secondAuntOf,girlFirstCousinOnceRemovedOf,secondAuntOf,26,26,0.0018811952825410606,1.0
"boySecondCousinOf(A,B) ∧ greatGrandmotherOf(C,B) → greatGrandsonOf(A,C) ∧ greatGrandmotherOf(C,A)","A→[boySecondCousinOf]B←[greatGrandmotherOf]C ⇒ A↔[greatGrandsonOf,greatGrandmotherOf]C",boySecondCousinOf,greatGrandmotherOf,greatGrandsonOf,greatGrandmotherOf,25,25,0.001808841617827943,1.0
"nephewOf(A,B) ∧ granddaughterOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[nephewOf]B←[granddaughterOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",nephewOf,granddaughterOf,secondUncleOf,girlFirstCousinOnceRemovedOf,25,25,0.001808841617827943,1.0
"secondAuntOf(A,B) ∧ boyCousinOf(C,B) → secondAuntOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[secondAuntOf]B←[boyCousinOf]C ⇒ A↔[secondAuntOf,boyFirstCousinOnceRemovedOf]C",secondAuntOf,boyCousinOf,secondAuntOf,boyFirstCousinOnceRemovedOf,25,25,0.001808841617827943,1.0
"greatUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → grandfatherOf(A,C) ∧ granddaughterOf(C,A)","A→[greatUncleOf]B←[girlSecondCousinOf]C ⇒ A↔[grandfatherOf,granddaughterOf]C",greatUncleOf,girlSecondCousinOf,grandfatherOf,granddaughterOf,24,24,0.0017364879531148252,1.0
"daughterOf(A,B) ∧ girlCousinOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[daughterOf]B←[girlCousinOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",daughterOf,girlCousinOf,girlFirstCousinOnceRemovedOf,secondAuntOf,24,24,0.0017364879531148252,1.0
"greatAuntOf(A,B) ∧ boySecondCousinOf(C,B) → grandmotherOf(A,C) ∧ grandsonOf(C,A)","A→[greatAuntOf]B←[boySecondCousinOf]C ⇒ A↔[grandmotherOf,grandsonOf]C",greatAuntOf,boySecondCousinOf,grandmotherOf,grandsonOf,23,23,0.0016641342884017075,1.0
"secondAuntOf(A,B) ∧ sisterOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[secondAuntOf]B←[sisterOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",secondAuntOf,sisterOf,secondAuntOf,girlFirstCousinOnceRemovedOf,23,23,0.0016641342884017075,1.0
"sonOf(A,B) ∧ girlCousinOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[sonOf]B←[girlCousinOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondAuntOf]C",sonOf,girlCousinOf,boyFirstCousinOnceRemovedOf,secondAuntOf,23,23,0.0016641342884017075,1.0
"boySecondCousinOf(A,B) ∧ greatAuntOf(C,B) → grandsonOf(A,C) ∧ grandmotherOf(C,A)","A→[boySecondCousinOf]B←[greatAuntOf]C ⇒ A↔[grandsonOf,grandmotherOf]C",boySecondCousinOf,greatAuntOf,grandsonOf,grandmotherOf,23,23,0.0016641342884017075,1.0
"brotherOf(A,B) ∧ girlSecondCousinOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[brotherOf]B←[girlSecondCousinOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",brotherOf,girlSecondCousinOf,boySecondCousinOf,girlSecondCousinOf,23,23,0.0016641342884017075,1.0
"uncleOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → grandfatherOf(A,C) ∧ grandsonOf(C,A)","A→[uncleOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[grandfatherOf,grandsonOf]C",uncleOf,boyFirstCousinOnceRemovedOf,grandfatherOf,grandsonOf,23,23,0.0016641342884017075,1.0
"auntOf(A,B) ∧ boySecondCousinOf(C,B) → secondAuntOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[auntOf]B←[boySecondCousinOf]C ⇒ A↔[secondAuntOf,boyFirstCousinOnceRemovedOf]C",auntOf,boySecondCousinOf,secondAuntOf,boyFirstCousinOnceRemovedOf,22,22,0.0015917806236885898,1.0
"secondUncleOf(A,B) ∧ brotherOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[secondUncleOf]B←[brotherOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",secondUncleOf,brotherOf,secondUncleOf,boyFirstCousinOnceRemovedOf,22,22,0.0015917806236885898,1.0
"boySecondCousinOf(A,B) ∧ motherOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[boySecondCousinOf]B←[motherOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondAuntOf]C",boySecondCousinOf,motherOf,boyFirstCousinOnceRemovedOf,secondAuntOf,22,22,0.0015917806236885898,1.0
"girlFirstCousinOnceRemovedOf(A,B) ∧ auntOf(C,B) → granddaughterOf(A,C) ∧ grandmotherOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[auntOf]C ⇒ A↔[granddaughterOf,grandmotherOf]C",girlFirstCousinOnceRemovedOf,auntOf,granddaughterOf,grandmotherOf,22,22,0.0015917806236885898,1.0
"auntOf(A,B) ∧ girlSecondCousinOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[auntOf]B←[girlSecondCousinOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",auntOf,girlSecondCousinOf,secondAuntOf,girlFirstCousinOnceRemovedOf,20,20,0.0014470732942623544,1.0
"boyCousinOf(A,B) ∧ sonOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[boyCousinOf]B←[sonOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",boyCousinOf,sonOf,secondUncleOf,boyFirstCousinOnceRemovedOf,20,20,0.0014470732942623544,1.0
"nieceOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[nieceOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",nieceOf,boyFirstCousinOnceRemovedOf,girlSecondCousinOf,boySecondCousinOf,20,20,0.0014470732942623544,1.0
"girlSecondCousinOf(A,B) ∧ greatGrandmotherOf(C,B) → greatGranddaughterOf(A,C) ∧ greatGrandmotherOf(C,A)","A→[girlSecondCousinOf]B←[greatGrandmotherOf]C ⇒ A↔[greatGranddaughterOf,greatGrandmotherOf]C",girlSecondCousinOf,greatGrandmotherOf,greatGranddaughterOf,greatGrandmotherOf,19,19,0.0013747196295492367,1.0
"girlSecondCousinOf(A,B) ∧ auntOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[girlSecondCousinOf]B←[auntOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",girlSecondCousinOf,auntOf,girlFirstCousinOnceRemovedOf,secondAuntOf,19,19,0.0013747196295492367,1.0
"nephewOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[nephewOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",nephewOf,boyFirstCousinOnceRemovedOf,boySecondCousinOf,boySecondCousinOf,19,19,0.0013747196295492367,1.0
"sonOf(A,B) ∧ boyCousinOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[sonOf]B←[boyCousinOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",sonOf,boyCousinOf,boyFirstCousinOnceRemovedOf,secondUncleOf,18,18,0.001302365964836119,1.0
"secondUncleOf(A,B) ∧ sisterOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[secondUncleOf]B←[sisterOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",secondUncleOf,sisterOf,secondUncleOf,girlFirstCousinOnceRemovedOf,18,18,0.001302365964836119,1.0
"boySecondCousinOf(A,B) ∧ sisterOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[boySecondCousinOf]B←[sisterOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",boySecondCousinOf,sisterOf,boySecondCousinOf,girlSecondCousinOf,18,18,0.001302365964836119,1.0
"boyCousinOf(A,B) ∧ daughterOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[boyCousinOf]B←[daughterOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",boyCousinOf,daughterOf,secondUncleOf,girlFirstCousinOnceRemovedOf,18,18,0.001302365964836119,1.0
"girlFirstCousinOnceRemovedOf(A,B) ∧ nieceOf(C,B) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[nieceOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",girlFirstCousinOnceRemovedOf,nieceOf,girlSecondCousinOf,girlSecondCousinOf,17,17,0.0012300123001230013,1.0
"uncleOf(A,B) ∧ boySecondCousinOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[uncleOf]B←[boySecondCousinOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",uncleOf,boySecondCousinOf,secondUncleOf,boyFirstCousinOnceRemovedOf,17,17,0.0012300123001230013,1.0
